Dataset,Configuration,Accuracy_Mean,Balanced_Accuracy_Mean,Precision_Mean,Recall_DR_Mean,Specificity_Mean,F1_Mean,F2_Mean,AUROC_Mean,AUPRC_Mean,MCC_Mean,Cohen_Kappa_Mean,FPR_FAR_Mean,FNR_MissRate_Mean,NPV_Mean,Brier_Mean,ECE_Mean,TP_Mean,TN_Mean,FP_Mean,FN_Mean,Threshold_Mean,Accuracy_Std,Balanced_Accuracy_Std,Precision_Std,Recall_DR_Std,Specificity_Std,F1_Std,F2_Std,AUROC_Std,AUPRC_Std,MCC_Std,Cohen_Kappa_Std,FPR_FAR_Std,FNR_MissRate_Std,NPV_Std,Brier_Std,ECE_Std,TP_Std,TN_Std,FP_Std,FN_Std,Threshold_Std
SWaT,Full,0.9762962140557343,0.6855670103092784,1.0,0.3711340206185567,1.0,0.541130202925907,0.4244592142591575,0.6016523794939281,0.4635774834145329,0.6016884125577109,0.5315883734061135,0.0,0.6288659793814434,0.9759603265749158,0.13147693018658316,0.18156691985698287,504.0,34670.0,0.0,854.0,0.9996977476596832,0.0007163033141203609,0.009501832032815828,0.0,0.019003664065631715,0.0,0.02012851485760197,0.019864029341037818,0.037792800391582046,0.015500965939205231,0.015569025253139225,0.020189923396292622,0.0,0.019003664065631767,0.0007091710242244784,0.04567026407180519,0.06664115376212797,25.806975801127884,0.0,0.0,25.806975801127884,0.00027594987555800576
